attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
16591,TEX/TEX201908290,"Thursday, Aug 29",2019-08-29,1,Night,135,3:09,30.0,9,Away,Leclerc,TEX,5,57-78,Win,3,5,,+,Magill,SEA
23563,TEX/TEX201908300,"Friday, Aug 30",2019-08-30,1,Night,136,2:45,31.0,9,Away,Gonzales,TEX,5,57-79,Loss,6,3,Clase,-,Allard,SEA
33668,TEX/TEX201908310,"Saturday, Aug 31",2019-08-31,1,Night,137,2:49,31.0,9,Away,Magill,TEX,5,57-80,Loss,3,2,,--,Clase,SEA
22116,TEX/TEX201909010,"Sunday, Sep 1",2019-09-01,1,Day,138,3:39,31.0,9,Away,Martin,TEX,5,58-80,Win,3,11,,+,Kikuchi,SEA
39133,CHN/CHN201909020,"Monday, Sep 2",2019-09-02,1,Day,139,2:56,32.0,9,Away,Wisler,CHC,5,58-81,Loss,5,1,,-,Phelps,SEA
33958,CHN/CHN201909030,"Tuesday, Sep 3",2019-09-03,1,Night,140,3:14,32.0,9,Away,Hernandez,CHC,5,58-82,Loss,6,1,,--,Lester,SEA
27822,HOU/HOU201909050,"Thursday, Sep 5",2019-09-05,1,Night,141,4:40,33.0,13,Away,Wisler,HOU,5,58-83,Loss,11,9,,---,James,SEA
33149,HOU/HOU201909060,"Friday, Sep 6",2019-09-06,1,Night,142,3:31,34.0,9,Away,Milone,HOU,5,58-84,Loss,7,4,Osuna,----,Smith,SEA
41958,HOU/HOU201909070,"Saturday, Sep 7",2019-09-07,1,Night,143,2:56,35.0,9,Away,Adams,HOU,5,58-85,Loss,2,1,Harris,-----,Verlander,SEA
35569,HOU/HOU201909080,"Sunday, Sep 8",2019-09-08,1,Day,144,2:50,36.0,9,Away,Hernandez,HOU,5,58-86,Loss,21,1,,------,Cole,SEA
12230,SEA/SEA201909100,"Tuesday, Sep 10",2019-09-10,1,Night,145,2:49,35.5,9,Home,Garrett,CIN,5,59-86,Win,3,4,Bass,+,Altavilla,SEA
10152,SEA/SEA201909110,"Wednesday, Sep 11",2019-09-11,1,Night,146,2:58,34.5,9,Home,Gray,CIN,5,60-86,Win,3,5,Bass,++,Gonzales,SEA
15564,SEA/SEA201909120,"Thursday, Sep 12",2019-09-12,1,Night,147,3:21,34.5,9,Home,Altavilla,CIN,5,60-87,Loss,11,5,,-,Romano,SEA
17255,SEA/SEA201909130,"Friday, Sep 13",2019-09-13,1,Night,148,3:47,35.5,9,Home,Kikuchi,CHW,5,60-88,Loss,9,7,Colome,--,Osich,SEA
26063,SEA/SEA201909140,"Saturday, Sep 14",2019-09-14,1,Night,149,3:28,35.5,10,Home,Colome,CHW,5,61-88,Loss,1,2,,+,Magill,SEA
17091,SEA/SEA201909150,"Sunday, Sep 15",2019-09-15,1,Day,150,3:44,35.5,9,Home,Ruiz,CHW,5,62-88,Loss,10,11,,++,Adams,SEA
10933,PIT/PIT201909170,"Tuesday, Sep 17",2019-09-17,1,Night,151,2:58,35.5,9,Away,Keller,PIT,5,63-88,Win,0,6,,+++,Gonzales,SEA
9875,PIT/PIT201909180,"Wednesday, Sep 18",2019-09-18,1,Night,152,2:47,35.5,9,Away,Agrazal,PIT,5,64-88,Win,1,4,Magill,++++,Milone,SEA
12543,PIT/PIT201909190,"Thursday, Sep 19",2019-09-19,1,Day,153,4:16,35.0,11,Away,Holmes,PIT,5,65-88,Win,5,6,Swanson,+++++,Brennan,SEA
11714,BAL/BAL201909200,"Friday, Sep 20",2019-09-20,1,Night,154,2:27,36.0,9,Away,Hernandez,BAL,5,65-89,Loss,5,3,,-,Brooks,SEA
22556,BAL/BAL201909210,"Saturday, Sep 21",2019-09-21,1,Night,155,4:42,35.0,13,Away,Scott,BAL,5,66-89,Win,6,7,Swanson,+,Altavilla,SEA
17540,BAL/BAL201909220,"Sunday, Sep 22",2019-09-22,1,Day,156,2:11,36.0,9,Away,Gonzales,BAL,5,66-90,Loss,2,1,Bleier,-,Means,SEA
11259,SEA/SEA201909240,"Tuesday, Sep 24",2019-09-24,1,Night,157,2:51,37.0,9,Home,Milone,HOU,5,66-91,Loss,3,0,Osuna,--,Cole,SEA
10916,SEA/SEA201909250,"Wednesday, Sep 25",2019-09-25,1,Night,158,2:33,38.0,9,Home,Kikuchi,HOU,5,66-92,Loss,3,0,Harris,---,Greinke,SEA
20921,SEA/SEA201909260,"Thursday, Sep 26",2019-09-26,1,Night,159,2:39,38.0,9,Home,Hernandez,OAK,5,66-93,Loss,3,1,Hendriks,----,Manaea,SEA
24198,SEA/SEA201909270,"Friday, Sep 27",2019-09-27,1,Night,160,3:34,38.0,9,Home,Hendriks,OAK,5,67-93,Loss,3,4,,+,Warren,SEA
26470,SEA/SEA201909280,"Saturday, Sep 28",2019-09-28,1,Night,161,2:41,39.0,9,Home,Gonzales,OAK,5,67-94,Loss,1,0,Luzardo,-,Anderson,SEA
16819,SEA/SEA201909290,"Sunday, Sep 29",2019-09-29,1,Day,162,2:52,39.0,9,Home,Roark,OAK,5,68-94,Win,1,3,Bass,+,McClain,SEA
45048,TOR/TOR201903280,"Thursday, Mar 28",2019-03-28,1,Day,1,2:25,1.0,10,Home,Hudson,DET,2,0-1,Loss,2,0,Greene,-,Alcantara,TOR
18054,TOR/TOR201903290,"Friday, Mar 29",2019-03-29,1,Night,2,2:28,0.5,9,Home,Boyd,DET,2,1-1,Win,0,6,,+,Shoemaker,TOR
25429,TOR/TOR201903300,"Saturday, Mar 30",2019-03-30,1,Day,3,3:00,0.0,9,Home,Turnbull,DET,1,2-1,Win,0,3,Giles,++,Sanchez,TOR
16098,TOR/TOR201903310,"Sunday, Mar 31",2019-03-31,1,Day,4,3:17,1.0,11,Home,Pannone,DET,3,2-2,Loss,4,3,Greene,-,Stumpf,TOR
10460,TOR/TOR201904010,"Monday, Apr 1",2019-04-01,1,Night,5,2:46,2.0,9,Home,Reid-Foley,BAL,4,2-3,Loss,6,5,Bleier,--,Hess,TOR
12110,TOR/TOR201904020,"Tuesday, Apr 2",2019-04-02,1,Night,6,2:45,3.0,9,Home,Stroman,BAL,4,2-4,Loss,2,1,Castro,---,Cashner,TOR
11436,TOR/TOR201904030,"Wednesday, Apr 3",2019-04-03,1,Day,7,2:42,2.0,9,Home,Karns,BAL,3,3-4,Win,3,5,Giles,+,Shoemaker,TOR
10375,CLE/CLE201904040,"Thursday, Apr 4",2019-04-04,1,Night,8,3:06,2.5,9,Away,Sanchez,CLE,4,3-5,Loss,4,1,Hand,-,Bauer,TOR
12881,CLE/CLE201904050,"Friday, Apr 5",2019-04-05,1,Night,9,2:42,3.5,9,Away,Biagini,CLE,4,3-6,Loss,3,2,,--,Cimber,TOR
18429,CLE/CLE201904060,"Saturday, Apr 6",2019-04-06,1,Day,10,3:20,3.5,9,Away,Pannone,CLE,4,3-7,Loss,7,2,,---,Carrasco,TOR
17264,CLE/CLE201904070,"Sunday, Apr 7",2019-04-07,1,Day,11,2:36,4.5,9,Away,Stroman,CLE,4,3-8,Loss,3,1,Hand,----,Clevinger,TOR
36179,BOS/BOS201904090,"Tuesday, Apr 9",2019-04-09,1,Day,12,3:36,5.0,9,Away,Sale,BOS,4,4-8,Win,5,7,Giles,+,Shoemaker,TOR
36510,BOS/BOS201904110,"Thursday, Apr 11",2019-04-11,1,Night,13,3:21,6.0,9,Away,Giles,BOS,4,4-9,Loss,7,6,,-,Walden,TOR
17326,TOR/TOR201904120,"Friday, Apr 12",2019-04-12,1,Night,14,3:21,7.0,9,Home,Thornton,TBR,5,4-10,Loss,11,7,,--,Yarbrough,TOR
20771,TOR/TOR201904130,"Saturday, Apr 13",2019-04-13,1,Day,15,2:44,6.0,9,Home,Roe,TBR,4,5-10,Win,1,3,Giles,+,Pannone,TOR
20512,TOR/TOR201904140,"Sunday, Apr 14",2019-04-14,1,Day,16,3:41,7.0,9,Home,Stroman,TBR,5,5-11,Loss,8,4,,-,Kolarek,TOR
11727,MIN/MIN201904150,"Monday, Apr 15",2019-04-15,1,Night,17,3:00,6.5,9,Away,Mejia,MIN,4,6-11,Win,3,5,Biagini,+,Gaviglio,TOR
13365,MIN/MIN201904160,"Tuesday, Apr 16",2019-04-16,1,Night,18,3:06,6.5,9,Away,May,MIN,3,7-11,Win,5,6,Giles,++,Sanchez,TOR
11465,MIN/MIN201904170,"Wednesday, Apr 17",2019-04-17,1,Night,19,2:57,7.5,9,Away,Thornton,MIN,3,7-12,Loss,4,1,Parker,-,Odorizzi,TOR
12523,MIN/MIN201904180,"Thursday, Apr 18",2019-04-18,1,Day,20,3:00,6.5,9,Away,Pineda,MIN,3,8-12,Win,4,7,Giles,+,Biagini,TOR
15128,OAK/OAK201904190,"Friday, Apr 19",2019-04-19,1,Night,21,2:36,5.5,9,Away,Brooks,OAK,3,9-12,Win,1,5,,++,Stroman,TOR
31140,OAK/OAK201904200,"Saturday, Apr 20",2019-04-20,1,Day,22,3:05,4.5,9,Away,Fiers,OAK,3,10-12,Win,1,10,,+++,Gaviglio,TOR
16015,OAK/OAK201904210,"Sunday, Apr 21",2019-04-21,1,Day,23,3:19,3.5,9,Away,Anderson,OAK,3,11-12,Win,4,5,Giles,++++,Hudson,TOR
20384,TOR/TOR201904230,"Tuesday, Apr 23",2019-04-23,1,Night,24,3:06,5.0,9,Home,Thornton,SFG,3,11-13,Loss,7,6,Smith,-,Samardzija,TOR
19652,TOR/TOR201904240,"Wednesday, Apr 24",2019-04-24,1,Day,25,2:41,5.0,9,Home,Buchholz,SFG,3,11-14,Loss,4,0,,--,Pomeranz,TOR
28688,TOR/TOR201904260,"Friday, Apr 26",2019-04-26,1,Night,26,2:50,4.5,9,Home,Petit,OAK,3,12-14,Loss,2,4,,+,Giles,TOR
22254,TOR/TOR201904270,"Saturday, Apr 27",2019-04-27,1,Day,27,2:50,4.5,9,Home,Anderson,OAK,3,13-14,Win,1,7,,++,Sanchez,TOR
18557,TOR/TOR201904280,"Sunday, Apr 28",2019-04-28,1,Day,28,3:56,4.5,11,Home,Treinen,OAK,3,14-14,Loss,4,5,,+++,Luciano,TOR
38797,ANA/ANA201904300,"Tuesday, Apr 30",2019-04-30,1,Night,29,2:56,5.5,9,Away,Tepera,LAA,3,14-15,Loss,4,3,Robles,-,Buttrey,TOR
33082,ANA/ANA201905010,"Wednesday, May 1",2019-05-01,1,Night,30,3:32,5.0,9,Away,Stroman,LAA,3,14-16,Loss,6,3,Buttrey,--,Pena,TOR
40064,ANA/ANA201905020,"Thursday, May 2",2019-05-02,1,Night,31,3:01,6.0,9,Away,Sanchez,LAA,3,14-17,Loss,6,2,,---,Skaggs,TOR
26179,TEX/TEX201905030,"Friday, May 3",2019-05-03,1,Night,32,4:00,6.0,12,Away,Jurado,TEX,3,15-17,Win,0,1,Giles,+,Hudson,TOR
31787,TEX/TEX201905040,"Saturday, May 4",2019-05-04,1,Night,33,2:59,6.0,9,Away,Pannone,TEX,4,15-18,Loss,8,5,Kelley,-,Lynn,TOR
30934,TEX/TEX201905050,"Sunday, May 5",2019-05-05,1,Day,34,2:50,6.5,9,Away,Buchholz,TEX,4,15-19,Loss,10,2,,--,Dowdy,TOR
12292,TOR/TOR201905060,"Monday, May 6",2019-05-06,1,Night,35,2:52,7.5,9,Home,Stroman,MIN,4,15-20,Loss,8,0,,---,Perez,TOR
14039,TOR/TOR201905070,"Tuesday, May 7",2019-05-07,1,Night,36,2:30,8.5,9,Home,Sanchez,MIN,4,15-21,Loss,3,0,Rogers,----,Berrios,TOR
14372,TOR/TOR201905080,"Wednesday, May 8",2019-05-08,1,Night,37,3:06,8.5,9,Home,Thornton,MIN,4,15-22,Loss,9,1,,-----,Gibson,TOR
20402,TOR/TOR201905100,"Friday, May 10",2019-05-10,1,Night,38,3:08,7.5,9,Home,Covey,CHW,4,16-22,Win,3,4,Giles,+,Biagini,TOR
24563,TOR/TOR201905110,"Saturday, May 11",2019-05-11,1,Day,39,3:20,8.5,9,Home,Stroman,CHW,4,16-23,Loss,7,2,,-,Nova,TOR
24222,TOR/TOR201905120,"Sunday, May 12",2019-05-12,1,Day,40,2:47,8.5,9,Home,Sanchez,CHW,4,16-24,Loss,5,1,,--,Giolito,TOR
31230,SFN/SFN201905140,"Tuesday, May 14",2019-05-14,1,Night,41,3:02,8.5,9,Away,Vincent,SFG,4,17-24,Win,3,7,,+,Thornton,TOR
31828,SFN/SFN201905150,"Wednesday, May 15",2019-05-15,1,Day,42,3:01,9.5,9,Away,Tepera,SFG,4,17-25,Loss,4,3,Smith,-,Melancon,TOR
20119,CHA/CHA201905160,"Thursday, May 16",2019-05-16,1,Night,43,3:16,10.0,9,Away,Law,CHW,4,17-26,Loss,4,2,Colome,--,Herrera,TOR
17078,CHA/CHA201905170,"Friday, May 17",2019-05-17,1,Night,44,3:14,9.5,9,Away,Nova,CHW,4,18-26,Win,2,10,Guerra,+,Gaviglio,TOR
22908,CHA/CHA201905180,"Saturday, May 18",2019-05-18,1,Day,45,1:31,10.0,5,Away,Feierabend,CHW,4,18-27,Loss,4,1,,-,Giolito,TOR
18605,CHA/CHA201905190,"Sunday, May 19",2019-05-19,1,Day,46,3:06,9.5,9,Away,Herrera,CHW,4,19-27,Win,2,5,Giles,+,Hudson,TOR
26794,TOR/TOR201905200,"Monday, May 20",2019-05-20,1,Day,47,2:56,10.5,9,Home,Jackson,BOS,4,19-28,Loss,12,2,,-,Price,TOR
14407,TOR/TOR201905210,"Tuesday, May 21",2019-05-21,1,Night,48,3:17,10.5,9,Home,Rodriguez,BOS,4,20-28,Win,3,10,,+,Stroman,TOR
18285,TOR/TOR201905220,"Wednesday, May 22",2019-05-22,1,Night,49,4:30,11.5,13,Home,Cordero,BOS,4,20-29,Loss,6,5,,-,Hembree,TOR
36526,TOR/TOR201905230,"Thursday, May 23",2019-05-23,1,Day,50,3:01,12.5,9,Home,Gaviglio,BOS,4,20-30,Loss,8,2,,--,Weber,TOR
19480,TOR/TOR201905240,"Friday, May 24",2019-05-24,1,Night,51,2:49,13.0,9,Home,Hudson,SDP,4,20-31,Loss,6,3,Stammen,---,Wisler,TOR
24212,TOR/TOR201905250,"Saturday, May 25",2019-05-25,1,Day,52,3:04,14.5,9,Home,Jackson,SDP,4,20-32,Loss,19,4,,----,Quantrill,TOR
24462,TOR/TOR201905260,"Sunday, May 26",2019-05-26,1,Day,53,3:08,13.5,9,Home,Erlin,SDP,4,21-32,Win,1,10,,+,Stroman,TOR
15883,TBA/TBA201905270,"Monday, May 27",2019-05-27,1,Day,54,3:20,14.5,9,Away,Sanchez,TBR,4,21-33,Loss,8,3,,-,Chirinos,TOR
5786,TBA/TBA201905280,"Tuesday, May 28",2019-05-28,1,Night,55,2:49,14.5,9,Away,Richard,TBR,4,21-34,Loss,3,1,Castillo,--,Yarbrough,TOR
6166,TBA/TBA201905290,"Wednesday, May 29",2019-05-29,1,Night,56,4:03,15.5,11,Away,Shafer,TBR,4,21-35,Loss,4,3,,---,Castillo,TOR
32990,COL/COL201905310,"Friday, May 31",2019-05-31,1,Night,57,3:10,16.5,9,Away,Jackson,COL,4,21-36,Loss,13,6,,----,Marquez,TOR
34025,COL/COL201906010,"Saturday, Jun 1",2019-06-01,1,Night,58,2:28,17.5,9,Away,Stroman,COL,4,21-37,Loss,4,2,Oberg,-----,Gray,TOR
37861,COL/COL201906020,"Sunday, Jun 2",2019-06-02,1,Day,59,2:43,17.5,9,Away,Sanchez,COL,4,21-38,Loss,5,1,,------,Senzatela,TOR
20671,TOR/TOR201906040,"Tuesday, Jun 4",2019-06-04,1,Night,60,3:00,16.5,9,Home,Tanaka,NYY,4,22-38,Win,3,4,Giles,+,Pannone,TOR
16609,TOR/TOR201906050,"Wednesday, Jun 5",2019-06-05,1,Night,61,3:22,15.5,9,Home,Britton,NYY,4,23-38,Win,7,11,,++,Gaviglio,TOR
25657,TOR/TOR201906060,"Thursday, Jun 6",2019-06-06,1,Night,62,3:07,16.5,9,Home,Jackson,NYY,4,23-39,Loss,6,2,Chapman,-,Happ,TOR
16555,TOR/TOR201906070,"Friday, Jun 7",2019-06-07,1,Night,63,2:50,16.5,9,Home,Stroman,ARI,4,23-40,Loss,8,2,,--,Kelly,TOR
22954,TOR/TOR201906080,"Saturday, Jun 8",2019-06-08,1,Day,64,3:09,16.5,9,Home,Sanchez,ARI,4,23-41,Loss,6,0,,---,Greinke,TOR
19661,TOR/TOR201906090,"Sunday, Jun 9",2019-06-09,1,Day,65,3:04,17.5,9,Home,Richard,ARI,4,23-42,Loss,8,2,,----,Ray,TOR
12524,BAL/BAL201906110,"Tuesday, Jun 11",2019-06-11,1,Night,66,2:55,18.0,9,Away,Thornton,BAL,4,23-43,Loss,4,2,Givens,-----,Means,TOR
11153,BAL/BAL201906120,"Wednesday, Jun 12",2019-06-12,1,Night,67,4:05,17.5,9,Away,Hess,BAL,4,24-43,Win,6,8,Hudson,+,Jackson,TOR
14910,BAL/BAL201906130,"Thursday, Jun 13",2019-06-13,1,Night,68,3:23,16.5,9,Away,Ynoa,BAL,4,25-43,Win,3,12,,++,Stroman,TOR
34719,HOU/HOU201906140,"Friday, Jun 14",2019-06-14,1,Night,69,2:53,17.0,9,Away,Sanchez,HOU,4,25-44,Loss,15,2,Armenteros,-,Cole,TOR
38012,HOU/HOU201906150,"Saturday, Jun 15",2019-06-15,1,Day,70,2:26,17.5,9,Away,Richard,HOU,4,25-45,Loss,7,2,,--,Valdez,TOR
42174,HOU/HOU201906160,"Sunday, Jun 16",2019-06-16,1,Day,71,3:02,17.5,9,Away,Peacock,HOU,4,26-45,Win,0,12,,+,Thornton,TOR
16486,TOR/TOR201906170,"Monday, Jun 17",2019-06-17,1,Night,72,3:06,18.5,9,Home,Jackson,LAA,4,26-46,Loss,10,5,,-,Pena,TOR
17259,TOR/TOR201906180,"Tuesday, Jun 18",2019-06-18,1,Night,73,2:30,19.5,9,Home,Stroman,LAA,4,26-47,Loss,3,1,Robles,--,Skaggs,TOR
16225,TOR/TOR201906190,"Wednesday, Jun 19",2019-06-19,1,Night,74,3:46,20.5,9,Home,Sanchez,LAA,4,26-48,Loss,11,6,,---,Ramirez,TOR
24291,TOR/TOR201906200,"Thursday, Jun 20",2019-06-20,1,Night,75,3:34,20.5,10,Home,Buttrey,LAA,4,27-48,Loss,5,7,,+,Kingham,TOR
36911,BOS/BOS201906210,"Friday, Jun 21",2019-06-21,1,Night,76,3:58,21.5,10,Away,Romano,BOS,4,27-49,Loss,7,5,,-,Workman,TOR
36712,BOS/BOS201906220,"Saturday, Jun 22",2019-06-22,1,Day,77,3:50,21.5,9,Away,Barnes,BOS,4,28-49,Win,7,8,Giles,+,Kingham,TOR
36495,BOS/BOS201906230,"Sunday, Jun 23",2019-06-23,1,Day,78,3:04,20.5,9,Away,Porcello,BOS,4,29-49,Win,1,6,,++,Stroman,TOR
37204,NYA/NYA201906240,"Monday, Jun 24",2019-06-24,1,Night,79,3:42,21.5,9,Away,Sanchez,NYY,4,29-50,Loss,10,8,Chapman,-,Sabathia,TOR
40119,NYA/NYA201906250,"Tuesday, Jun 25",2019-06-25,1,Night,80,2:47,22.5,9,Away,Richard,NYY,4,29-51,Loss,4,3,Chapman,--,Cortes,TOR
40578,NYA/NYA201906260,"Wednesday, Jun 26",2019-06-26,1,Day,81,3:43,23.5,9,Away,Kingham,NYY,4,29-52,Loss,8,7,,---,Britton,TOR
18399,TOR/TOR201906280,"Friday, Jun 28",2019-06-28,1,Night,82,2:47,23.0,9,Home,Duffy,KCR,4,30-52,Win,2,6,,+,Hudson,TOR
24906,TOR/TOR201906290,"Saturday, Jun 29",2019-06-29,1,Day,83,3:22,23.0,9,Home,Barlow,KCR,4,31-52,Loss,5,7,,++,Hudson,TOR
21727,TOR/TOR201906300,"Sunday, Jun 30",2019-06-30,1,Day,84,3:09,24.0,9,Home,Sanchez,KCR,4,31-53,Loss,7,6,Kennedy,-,Keller,TOR
29339,TOR/TOR201907010,"Monday, Jul 1",2019-07-01,1,Day,85,2:32,23.5,9,Home,Sparkman,KCR,4,32-53,Win,4,11,,+,Richard,TOR
18415,TOR/TOR201907020,"Tuesday, Jul 2",2019-07-02,1,Night,86,3:18,23.5,9,Home,Thornton,BOS,4,32-54,Loss,10,6,,-,Price,TOR
16883,TOR/TOR201907030,"Wednesday, Jul 3",2019-07-03,1,Night,87,3:01,23.5,9,Home,Sale,BOS,4,33-54,Win,3,6,Giles,+,Waguespack,TOR
22217,TOR/TOR201907040,"Thursday, Jul 4",2019-07-04,1,Night,88,3:35,24.5,9,Home,Giles,BOS,4,33-55,Loss,8,7,,-,Workman,TOR
20530,TOR/TOR201907050,"Friday, Jul 5",2019-07-05,1,Night,89,2:48,25.5,9,Home,Sanchez,BAL,4,33-56,Loss,4,1,Fry,--,Bundy,TOR
22405,TOR/TOR201907060,"Saturday, Jul 6",2019-07-06,1,Day,90,2:30,25.5,9,Home,Richard,BAL,4,33-57,Loss,8,1,,---,Cashner,TOR
22487,TOR/TOR201907070,"Sunday, Jul 7",2019-07-07,1,Day,91,2:44,24.5,9,Home,Wojciechowski,BAL,4,34-57,Win,1,6,,+,Thornton,TOR
47162,NYA/NYA201907120,"Friday, Jul 12",2019-07-12,1,Night,92,2:41,25.5,9,Away,Sanchez,NYY,4,34-58,Loss,4,0,,-,German,TOR
43472,NYA/NYA201907130,"Saturday, Jul 13",2019-07-13,1,Day,93,3:32,24.5,9,Away,Happ,NYY,4,35-58,Win,1,2,Hudson,+,Biagini,TOR
42303,NYA/NYA201907140,"Sunday, Jul 14",2019-07-14,1,Day,94,2:50,25.5,9,Away,Stroman,NYY,4,35-59,Loss,4,2,Chapman,-,Tanaka,TOR
35616,BOS/BOS201907150,"Monday, Jul 15",2019-07-15,1,Night,95,3:28,25.5,9,Away,Thornton,BOS,4,35-60,Loss,10,8,Workman,--,Porcello,TOR
36341,BOS/BOS201907160,"Tuesday, Jul 16",2019-07-16,1,Night,96,3:45,25.5,9,Away,Cashner,BOS,4,36-60,Win,4,10,,+,Shafer,TOR
34853,BOS/BOS201907170,"Wednesday, Jul 17",2019-07-17,1,Night,97,3:35,26.0,9,Away,Sanchez,BOS,4,36-61,Loss,5,4,Workman,-,Rodriguez,TOR
35357,BOS/BOS201907180,"Thursday, Jul 18",2019-07-18,1,Day,98,2:50,27.5,9,Away,Pannone,BOS,4,36-62,Loss,5,0,,--,Sale,TOR
26498,DET/DET201907190,"Friday, Jul 19",2019-07-19,1,Night,99,3:20,27.5,9,Away,Zimmermann,DET,4,37-62,Win,1,12,,+,Stroman,TOR
28784,DET/DET201907200,"Saturday, Jul 20",2019-07-20,1,Night,100,2:45,27.5,9,Away,Soto,DET,4,38-62,Win,5,7,Giles,++,Font,TOR
22562,DET/DET201907210,"Sunday, Jul 21",2019-07-21,1,Day,101,2:58,27.5,10,Away,Mayza,DET,4,38-63,Loss,4,3,,-,Ramirez,TOR
22295,TOR/TOR201907220,"Monday, Jul 22",2019-07-22,1,Night,102,2:55,27.5,9,Home,Borucki,CLE,4,38-64,Loss,7,3,,--,Clevinger,TOR
22186,TOR/TOR201907230,"Tuesday, Jul 23",2019-07-23,1,Night,103,3:19,27.5,10,Home,Olson,CLE,4,39-64,Loss,1,2,,+,Giles,TOR
25385,TOR/TOR201907240,"Wednesday, Jul 24",2019-07-24,1,Night,104,2:24,28.5,9,Home,Stroman,CLE,4,39-65,Loss,4,0,,-,Bieber,TOR
22767,TOR/TOR201907260,"Friday, Jul 26",2019-07-26,1,Night,105,2:56,28.0,9,Home,Waguespack,TBR,4,39-66,Loss,3,1,Poche,--,Yarbrough,TOR
28204,TOR/TOR201907270,"Saturday, Jul 27",2019-07-27,1,Day,106,4:07,27.0,12,Home,Pagan,TBR,4,40-66,Loss,9,10,,+,Hudson,TOR
24542,TOR/TOR201907280,"Sunday, Jul 28",2019-07-28,1,Day,107,4:10,28.0,9,Home,Hudson,TBR,4,40-67,Loss,10,9,Castillo,-,Roe,TOR
18306,KCA/KCA201907290,"Monday, Jul 29",2019-07-29,1,Night,108,2:55,27.5,9,Away,Keller,KCR,4,41-67,Win,3,7,,+,Mayza,TOR
18379,KCA/KCA201907300,"Tuesday, Jul 30",2019-07-30,1,Night,109,3:37,26.5,9,Away,Montgomery,KCR,4,42-67,Win,2,9,,++,Reid-Foley,TOR
14480,KCA/KCA201907310,"Wednesday, Jul 31",2019-07-31,1,Day,110,2:23,26.5,9,Away,Junis,KCR,4,43-67,Win,1,4,Shafer,+++,Waguespack,TOR
9716,BAL/BAL201908010,"Thursday, Aug 1",2019-08-01,1,Night,111,3:17,26.0,9,Away,Wojciechowski,BAL,4,44-67,Win,2,11,,++++,Thornton,TOR
16331,BAL/BAL201908020,"Friday, Aug 2",2019-08-02,1,Night,112,3:04,26.0,9,Away,Brooks,BAL,4,45-67,Win,2,5,Law,+++++,Kingham,TOR
12951,BAL/BAL201908030,"Saturday, Aug 3",2019-08-03,1,Night,113,2:59,27.5,9,Away,Boshers,BAL,4,45-68,Loss,6,4,Fry,-,Givens,TOR
18837,BAL/BAL201908040,"Sunday, Aug 4",2019-08-04,1,Day,114,3:08,28.5,9,Away,Reid-Foley,BAL,4,45-69,Loss,6,5,Armstrong,--,Eshelman,TOR
11948,TBA/TBA201908050,"Monday, Aug 5",2019-08-05,1,Night,115,2:45,28.5,9,Away,Morton,TBR,4,46-69,Win,0,2,Law,+,Waguespack,TOR
9434,TBA/TBA201908060,"Tuesday, Aug 6",2019-08-06,1,Night,116,3:50,29.5,10,Away,Boshers,TBR,4,46-70,Loss,7,6,,-,Castillo,TOR
10299,TBA/TBA201908070,"Wednesday, Aug 7",2019-08-07,1,Day,117,3:15,29.5,9,Away,McKay,TBR,4,47-70,Win,3,4,Giles,+,Stewart,TOR
34108,TOR/TOR201908080,"Thursday, Aug 8",2019-08-08,1,Night,118,3:06,30.5,9,Home,Pannone,NYY,4,47-71,Loss,12,6,Cessa,-,German,TOR
25782,TOR/TOR201908090,"Friday, Aug 9",2019-08-09,1,Night,119,2:56,29.5,9,Home,Happ,NYY,4,48-71,Win,2,8,,+,Reid-Foley,TOR
33903,TOR/TOR201908100,"Saturday, Aug 10",2019-08-10,1,Day,120,3:27,28.5,9,Home,Ottavino,NYY,4,49-71,Win,4,5,Law,++,Adam,TOR
27790,TOR/TOR201908110,"Sunday, Aug 11",2019-08-11,1,Day,121,2:42,29.5,9,Home,Thornton,NYY,4,49-72,Loss,1,0,Chapman,-,Tanaka,TOR
16492,TOR/TOR201908120,"Monday, Aug 12",2019-08-12,1,Night,122,3:02,30.0,9,Home,Jurado,TEX,4,50-72,Win,4,19,,+,Stewart,TOR
22958,TOR/TOR201908130,"Tuesday, Aug 13",2019-08-13,1,Night,123,2:48,30.0,9,Home,Lynn,TEX,4,51-72,Win,0,3,Giles,++,Pannone,TOR
34666,TOR/TOR201908140,"Wednesday, Aug 14",2019-08-14,1,Day,124,3:22,31.0,9,Home,Reid-Foley,TEX,4,51-73,Loss,7,3,,-,Allard,TOR
20844,TOR/TOR201908160,"Friday, Aug 16",2019-08-16,1,Night,125,2:37,30.5,9,Home,LeBlanc,SEA,4,52-73,Win,3,7,,+,Waguespack,TOR
22073,TOR/TOR201908170,"Saturday, Aug 17",2019-08-17,1,Day,126,2:48,31.5,9,Home,Mayza,SEA,4,52-74,Loss,4,3,Magill,-,Bass,TOR
23604,TOR/TOR201908180,"Sunday, Aug 18",2019-08-18,1,Day,127,2:25,31.5,9,Home,Font,SEA,4,52-75,Loss,7,0,,--,Kikuchi,TOR
52030,LAN/LAN201908200,"Tuesday, Aug 20",2019-08-20,1,Night,128,3:20,31.5,9,Away,Reid-Foley,LAD,4,52-76,Loss,16,3,,---,Kershaw,TOR
