attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
15940,DET/DET201905150,"Wednesday, May 15",2019-05-15,1,Night,44,2:36,-7.5,9,Away,Soto,DET,1,29-15,Win,1,5,,++++++++,Verlander,HOU
35558,BOS/BOS201905170,"Friday, May 17",2019-05-17,1,Night,45,3:00,-8.5,9,Away,Porcello,BOS,1,30-15,Win,1,3,Osuna,+++++++++,Harris,HOU
36887,BOS/BOS201905180,"Saturday, May 18",2019-05-18,1,Night,46,3:31,-8.5,9,Away,Velazquez,BOS,1,31-15,Win,3,7,,++++++++++,James,HOU
35796,BOS/BOS201905190,"Sunday, May 19",2019-05-19,1,Day,47,3:02,-8.5,9,Away,Valdez,BOS,1,31-16,Loss,4,3,Workman,-,Walden,HOU
24364,HOU/HOU201905200,"Monday, May 20",2019-05-20,1,Night,48,2:40,-8.5,9,Home,Burr,CHW,1,32-16,Win,0,3,Osuna,+,Peacock,HOU
31392,HOU/HOU201905210,"Tuesday, May 21",2019-05-21,1,Night,49,2:53,-8.5,9,Home,Covey,CHW,1,33-16,Win,1,5,,++,Verlander,HOU
30237,HOU/HOU201905220,"Wednesday, May 22",2019-05-22,1,Night,50,3:16,-7.5,9,Home,Cole,CHW,1,33-17,Loss,9,4,,-,Nova,HOU
26073,HOU/HOU201905230,"Thursday, May 23",2019-05-23,1,Night,51,2:40,-7.0,9,Home,Martin,CHW,1,33-18,Loss,4,0,,--,Giolito,HOU
35606,HOU/HOU201905240,"Friday, May 24",2019-05-24,1,Night,52,2:48,-7.0,9,Home,Sale,BOS,1,34-18,Win,3,4,Osuna,+,Miley,HOU
40722,HOU/HOU201905250,"Saturday, May 25",2019-05-25,1,Night,53,3:28,-7.0,9,Home,Barnes,BOS,1,35-18,Loss,3,4,,++,Osuna,HOU
41502,HOU/HOU201905260,"Sunday, May 26",2019-05-26,1,Day,54,3:06,-6.0,9,Home,Verlander,BOS,1,35-19,Loss,4,1,Walden,-,Rodriguez,HOU
42135,HOU/HOU201905270,"Monday, May 27",2019-05-27,1,Day,55,3:12,-6.0,9,Home,Hamels,CHC,1,36-19,Win,5,6,Osuna,+,Cole,HOU
31030,HOU/HOU201905280,"Tuesday, May 28",2019-05-28,1,Night,56,3:08,-7.0,9,Home,Lester,CHC,1,37-19,Win,6,9,Osuna,++,James,HOU
33243,HOU/HOU201905290,"Wednesday, May 29",2019-05-29,1,Night,57,2:37,-7.0,9,Home,Miley,CHC,1,37-20,Loss,2,1,Cishek,-,Hendricks,HOU
14519,OAK/OAK201905310,"Friday, May 31",2019-05-31,1,Night,58,2:52,-8.0,9,Away,Trivino,OAK,1,38-20,Win,2,3,Osuna,+,Rondon,HOU
20425,OAK/OAK201906010,"Saturday, Jun 1",2019-06-01,1,Night,59,2:37,-8.5,9,Away,Anderson,OAK,1,39-20,Win,1,5,,++,Verlander,HOU
23144,OAK/OAK201906020,"Sunday, Jun 2",2019-06-02,1,Day,60,4:24,-8.5,12,Away,Trivino,OAK,1,40-20,Win,4,6,,+++,James,HOU
11826,SEA/SEA201906030,"Monday, Jun 3",2019-06-03,1,Night,61,2:49,-9.0,9,Away,Gearrin,SEA,1,41-20,Win,2,4,Pressly,++++,Valdez,HOU
12208,SEA/SEA201906040,"Tuesday, Jun 4",2019-06-04,1,Night,62,3:21,-10.0,9,Away,Brennan,SEA,1,42-20,Win,5,11,,+++++,Guduan,HOU
13653,SEA/SEA201906050,"Wednesday, Jun 5",2019-06-05,1,Night,63,2:49,-9.0,9,Away,Peacock,SEA,1,42-21,Loss,14,1,,-,Leake,HOU
20267,SEA/SEA201906060,"Thursday, Jun 6",2019-06-06,1,Day,64,5:06,-9.0,14,Away,Festa,SEA,1,43-21,Win,7,8,,+,Devenski,HOU
35414,HOU/HOU201906070,"Friday, Jun 7",2019-06-07,1,Night,65,3:13,-10.0,11,Home,Kline,BAL,1,44-21,Loss,3,4,,++,Pérez,HOU
38425,HOU/HOU201906080,"Saturday, Jun 8",2019-06-08,1,Day,66,2:27,-8.5,9,Home,Harris,BAL,1,44-22,Loss,4,1,Castro,-,Fry,HOU
35621,HOU/HOU201906090,"Sunday, Jun 9",2019-06-09,1,Day,67,2:46,-9.5,9,Home,Bundy,BAL,1,45-22,Win,0,4,Osuna,+,Miley,HOU
35928,HOU/HOU201906110,"Tuesday, Jun 11",2019-06-11,1,Night,68,2:58,-9.0,9,Home,Peralta,MIL,1,46-22,Win,8,10,,++,Peacock,HOU
40032,HOU/HOU201906120,"Wednesday, Jun 12",2019-06-12,1,Night,69,4:16,-9.0,14,Home,Pérez,MIL,1,46-23,Loss,6,3,,-,Houser,HOU
34719,HOU/HOU201906140,"Friday, Jun 14",2019-06-14,1,Night,70,2:53,-9.5,9,Home,Sanchez,TOR,1,47-23,Win,2,15,Armenteros,+,Cole,HOU
38012,HOU/HOU201906150,"Saturday, Jun 15",2019-06-15,1,Day,71,2:26,-9.5,9,Home,Richard,TOR,1,48-23,Win,2,7,,++,Valdez,HOU
42174,HOU/HOU201906160,"Sunday, Jun 16",2019-06-16,1,Day,72,3:02,-9.5,9,Home,Peacock,TOR,1,48-24,Loss,12,0,,-,Thornton,HOU
22745,CIN/CIN201906170,"Monday, Jun 17",2019-06-17,1,Night,73,2:55,-8.5,9,Away,Miley,CIN,1,48-25,Loss,3,2,Lorenzen,--,Castillo,HOU
25347,CIN/CIN201906180,"Tuesday, Jun 18",2019-06-18,1,Night,74,2:55,-8.5,9,Away,Verlander,CIN,1,48-26,Loss,4,3,Lorenzen,---,DeSclafani,HOU
24777,CIN/CIN201906190,"Wednesday, Jun 19",2019-06-19,1,Day,75,2:38,-8.5,9,Away,Osuna,CIN,1,48-27,Loss,3,2,,----,Bowman,HOU
41030,NYA/NYA201906200,"Thursday, Jun 20",2019-06-20,1,Night,76,3:31,-7.5,9,Away,Valdez,NYY,1,48-28,Loss,10,6,Chapman,-----,Cortes,HOU
41166,NYA/NYA201906210,"Friday, Jun 21",2019-06-21,1,Night,77,3:06,-7.5,9,Away,Peacock,NYY,1,48-29,Loss,4,1,Chapman,------,Paxton,HOU
46034,NYA/NYA201906220,"Saturday, Jun 22",2019-06-22,1,Night,78,3:08,-6.5,9,Away,Pressly,NYY,1,48-30,Loss,7,5,Britton,-------,Holder,HOU
46769,NYA/NYA201906230,"Sunday, Jun 23",2019-06-23,1,Day,79,2:48,-6.5,9,Away,Happ,NYY,1,49-30,Win,4,9,,+,Verlander,HOU
37193,HOU/HOU201906250,"Tuesday, Jun 25",2019-06-25,1,Night,80,2:57,-6.5,9,Home,Williams,PIT,1,50-30,Win,1,5,,++,Cole,HOU
39312,HOU/HOU201906260,"Wednesday, Jun 26",2019-06-26,1,Night,81,3:17,-5.5,9,Home,Valdez,PIT,1,50-31,Loss,14,2,,-,Agrazal,HOU
38943,HOU/HOU201906270,"Thursday, Jun 27",2019-06-27,1,Day,82,2:51,-4.5,9,Home,Peacock,PIT,1,50-32,Loss,10,0,,--,Musgrove,HOU
32828,HOU/HOU201906280,"Friday, Jun 28",2019-06-28,1,Night,83,3:27,-4.5,10,Home,Festa,SEA,1,51-32,Loss,1,2,,+,Harris,HOU
35082,HOU/HOU201906290,"Saturday, Jun 29",2019-06-29,1,Night,84,3:38,-5.5,10,Home,Elias,SEA,1,52-32,Loss,5,6,,++,Devenski,HOU
32485,HOU/HOU201906300,"Sunday, Jun 30",2019-06-30,1,Day,85,2:52,-6.5,9,Home,Gonzales,SEA,1,53-32,Win,1,6,,+++,Cole,HOU
47864,COL/COL201907020,"Tuesday, Jul 2",2019-07-02,1,Night,86,3:27,-6.5,9,Away,McGee,COL,1,54-32,Win,8,9,Osuna,++++,Harris,HOU
48308,COL/COL201907030,"Wednesday, Jul 3",2019-07-03,1,Night,87,2:41,-7.5,9,Away,Lambert,COL,1,55-32,Win,2,4,Osuna,+++++,Miley,HOU
41219,HOU/HOU201907050,"Friday, Jul 5",2019-07-05,1,Night,88,2:54,-6.0,9,Home,Verlander,LAA,1,55-33,Loss,5,4,Robles,-,Pena,HOU
39470,HOU/HOU201907060,"Saturday, Jul 6",2019-07-06,1,Night,89,2:44,-7.0,9,Home,Heaney,LAA,1,56-33,Win,0,4,,+,Cole,HOU
37264,HOU/HOU201907070,"Sunday, Jul 7",2019-07-07,1,Day,90,4:49,-7.0,10,Home,Cole,LAA,1,57-33,Loss,10,11,,++,Pressly,HOU
37964,TEX/TEX201907110,"Thursday, Jul 11",2019-07-11,1,Night,91,3:02,-6.5,9,Away,Valdez,TEX,1,57-34,Loss,5,0,,-,Lynn,HOU
32322,TEX/TEX201907120,"Friday, Jul 12",2019-07-12,1,Night,92,3:07,-5.5,9,Away,Osuna,TEX,1,57-35,Loss,9,8,,--,Kelley,HOU
42452,TEX/TEX201907130,"Saturday, Jul 13",2019-07-13,1,Night,93,4:09,-5.5,11,Away,Martin,TEX,1,58-35,Win,6,7,Osuna,+,James,HOU
27916,TEX/TEX201907140,"Sunday, Jul 14",2019-07-14,1,Day,94,3:40,-5.5,9,Away,Jurado,TEX,1,59-35,Win,4,12,,++,Verlander,HOU
35431,ANA/ANA201907150,"Monday, Jul 15",2019-07-15,1,Night,95,3:25,-5.0,9,Away,Valdez,LAA,1,59-36,Loss,9,6,Robles,-,Anderson,HOU
42678,ANA/ANA201907160,"Tuesday, Jul 16",2019-07-16,1,Night,96,3:33,-4.0,9,Away,Rondon,LAA,1,59-37,Loss,7,2,,--,Ramirez,HOU
35738,ANA/ANA201907170,"Wednesday, Jul 17",2019-07-17,1,Night,97,2:57,-4.0,9,Away,Pena,LAA,1,60-37,Win,2,11,,+,Cole,HOU
35928,ANA/ANA201907180,"Thursday, Jul 18",2019-07-18,1,Night,98,2:35,-5.0,9,Away,Harvey,LAA,1,61-37,Win,2,6,,++,Miley,HOU
42287,HOU/HOU201907190,"Friday, Jul 19",2019-07-19,1,Night,99,2:59,-5.0,9,Home,Minor,TEX,1,62-37,Win,3,4,Osuna,+++,Verlander,HOU
41643,HOU/HOU201907200,"Saturday, Jul 20",2019-07-20,1,Night,100,2:25,-5.0,9,Home,Jurado,TEX,1,63-37,Win,1,6,,++++,Urquidy,HOU
37655,HOU/HOU201907210,"Sunday, Jul 21",2019-07-21,1,Day,101,3:08,-6.0,9,Home,Lynn,TEX,1,64-37,Win,3,5,Osuna,+++++,Armenteros,HOU
41534,HOU/HOU201907220,"Monday, Jul 22",2019-07-22,1,Night,102,2:56,-7.0,9,Home,Bailey,OAK,1,65-37,Win,1,11,,++++++,Cole,HOU
39204,HOU/HOU201907230,"Tuesday, Jul 23",2019-07-23,1,Night,103,3:14,-6.0,11,Home,McHugh,OAK,1,65-38,Loss,4,3,,-,Petit,HOU
41838,HOU/HOU201907240,"Wednesday, Jul 24",2019-07-24,1,Day,104,2:42,-7.0,9,Home,Bassitt,OAK,1,66-38,Win,2,4,Osuna,+,Verlander,HOU
44724,SLN/SLN201907260,"Friday, Jul 26",2019-07-26,1,Night,105,3:09,-7.5,9,Away,Pressly,STL,1,66-39,Loss,5,3,Martinez,-,Miller,HOU
46518,SLN/SLN201907270,"Saturday, Jul 27",2019-07-27,1,Night,106,3:07,-7.5,9,Away,Ponce de Leon,STL,1,67-39,Win,2,8,,+,Cole,HOU
46714,SLN/SLN201907280,"Sunday, Jul 28",2019-07-28,1,Day,107,3:24,-7.5,9,Away,Hudson,STL,1,68-39,Win,2,6,,++,Miley,HOU
21589,CLE/CLE201907300,"Tuesday, Jul 30",2019-07-30,1,Night,108,2:44,-7.5,9,Away,Bieber,CLE,1,69-39,Win,0,2,Osuna,+++,Verlander,HOU
23961,CLE/CLE201907310,"Wednesday, Jul 31",2019-07-31,1,Night,109,3:10,-7.5,9,Away,Urquidy,CLE,1,69-40,Loss,10,4,,-,Plesac,HOU
21536,CLE/CLE201908010,"Thursday, Aug 1",2019-08-01,1,Night,110,3:10,-7.5,9,Away,Salazar,CLE,1,70-40,Win,1,7,,+,Cole,HOU
41444,HOU/HOU201908020,"Friday, Aug 2",2019-08-02,1,Night,111,2:57,-8.0,9,Home,Kikuchi,SEA,1,71-40,Win,2,10,,++,Miley,HOU
37059,HOU/HOU201908030,"Saturday, Aug 3",2019-08-03,1,Night,112,3:02,-8.0,9,Home,Gonzales,SEA,1,72-40,Win,0,9,,+++,Sanchez,HOU
39667,HOU/HOU201908040,"Sunday, Aug 4",2019-08-04,1,Day,113,2:56,-8.0,9,Home,Milone,SEA,1,73-40,Win,1,3,Osuna,++++,Verlander,HOU
43243,HOU/HOU201908060,"Tuesday, Aug 6",2019-08-06,1,Night,114,3:09,-8.5,9,Home,Gonzalez,COL,1,74-40,Win,6,11,,+++++,Greinke,HOU
35566,HOU/HOU201908070,"Wednesday, Aug 7",2019-08-07,1,Day,115,3:05,-9.5,9,Home,Lambert,COL,1,75-40,Win,3,14,,++++++,Cole,HOU
19407,BAL/BAL201908090,"Friday, Aug 9",2019-08-09,1,Night,116,2:58,-9.5,9,Away,Bundy,BAL,1,76-40,Win,2,3,Osuna,+++++++,Miley,HOU
21903,BAL/BAL201908100,"Saturday, Aug 10",2019-08-10,1,Night,117,3:03,-10.5,9,Away,Brooks,BAL,1,77-40,Win,2,23,,++++++++,Sanchez,HOU
17979,BAL/BAL201908110,"Sunday, Aug 11",2019-08-11,1,Day,118,3:51,-9.5,9,Away,Osuna,BAL,1,77-41,Loss,8,7,,-,Bleier,HOU
,CHA/CHA201908131,"Tuesday, Aug 13 (1)",2019-08-13,1,Day,119,3:17,-10.0,9,Away,Cease,CHW,1,78-41,Win,2,6,,+,Greinke,HOU
19559,CHA/CHA201908132,"Tuesday, Aug 13 (2)",2019-08-13,2,Night,120,2:21,-10.0,9,Away,Devenski,CHW,1,78-42,Loss,4,1,,-,Nova,HOU
18899,CHA/CHA201908140,"Wednesday, Aug 14",2019-08-14,1,Day,121,3:30,-9.0,9,Away,Pressly,CHW,1,78-43,Loss,13,9,,--,Colome,HOU
15323,OAK/OAK201908150,"Thursday, Aug 15",2019-08-15,1,Night,122,2:35,-8.0,9,Away,Devenski,OAK,1,78-44,Loss,7,6,Hendriks,---,Diekman,HOU
22768,OAK/OAK201908160,"Friday, Aug 16",2019-08-16,1,Night,123,4:13,-7.0,13,Away,Sneed,OAK,1,78-45,Loss,3,2,,----,Trivino,HOU
21428,OAK/OAK201908170,"Saturday, Aug 17",2019-08-17,1,Day,124,3:04,-6.0,9,Away,Armenteros,OAK,1,78-46,Loss,8,4,,-----,Bassitt,HOU
22372,OAK/OAK201908180,"Sunday, Aug 18",2019-08-18,1,Day,125,2:50,-7.0,9,Away,Anderson,OAK,1,79-46,Win,1,4,Osuna,+,Greinke,HOU
40499,HOU/HOU201908190,"Monday, Aug 19",2019-08-19,1,Night,126,3:13,-7.5,9,Home,Jackson,DET,1,80-46,Win,4,5,Osuna,++,Miley,HOU
30143,HOU/HOU201908200,"Tuesday, Aug 20",2019-08-20,1,Night,127,3:03,-7.5,9,Home,Turnbull,DET,1,81-46,Win,3,6,Osuna,+++,Peacock,HOU
29567,HOU/HOU201908210,"Wednesday, Aug 21",2019-08-21,1,Night,128,2:12,-6.5,9,Home,Verlander,DET,1,81-47,Loss,2,1,Jimenez,-,Farmer,HOU
27220,HOU/HOU201908220,"Thursday, Aug 22",2019-08-22,1,Night,129,2:50,-6.5,9,Home,Zimmermann,DET,1,82-47,Win,3,6,Osuna,+,Cole,HOU
35201,HOU/HOU201908230,"Friday, Aug 23",2019-08-23,1,Night,130,3:07,-7.0,9,Home,Suarez,LAA,1,83-47,Win,4,5,Osuna,++,Greinke,HOU
37862,HOU/HOU201908240,"Saturday, Aug 24",2019-08-24,1,Night,131,3:03,-8.0,9,Home,Peters,LAA,1,84-47,Win,2,5,Harris,+++,Miley,HOU
38989,HOU/HOU201908250,"Sunday, Aug 25",2019-08-25,1,Day,132,2:59,-9.0,9,Home,Barria,LAA,1,85-47,Win,2,11,,++++,Valdez,HOU
28454,HOU/HOU201908270,"Tuesday, Aug 27",2019-08-27,1,Night,133,3:10,-8.5,9,Home,Morton,TBR,1,86-47,Win,1,15,,+++++,Verlander,HOU
25539,HOU/HOU201908280,"Wednesday, Aug 28",2019-08-28,1,Night,134,3:09,-9.5,9,Home,Castillo,TBR,1,87-47,Win,6,8,,++++++,Harris,HOU
33051,HOU/HOU201908290,"Thursday, Aug 29",2019-08-29,1,Day,135,4:06,-8.5,9,Home,Devenski,TBR,1,87-48,Loss,9,8,Pagan,-,De Leon,HOU
25289,TOR/TOR201908300,"Friday, Aug 30",2019-08-30,1,Night,136,3:22,-8.5,9,Away,Thornton,TOR,1,88-48,Win,4,7,,+,McHugh,HOU
26414,TOR/TOR201908310,"Saturday, Aug 31",2019-08-31,1,Day,137,3:04,-8.5,9,Away,Valdez,TOR,1,88-49,Loss,6,4,Giles,-,Buchholz,HOU
24104,TOR/TOR201909010,"Sunday, Sep 1",2019-09-01,1,Day,138,2:29,-9.5,9,Away,Giles,TOR,1,89-49,Win,0,2,,+,Verlander,HOU
39046,MIL/MIL201909020,"Monday, Sep 2",2019-09-02,1,Day,139,3:35,-10.0,10,Away,Guerra,MIL,1,90-49,Win,2,3,James,++,Osuna,HOU
29335,MIL/MIL201909030,"Tuesday, Sep 3",2019-09-03,1,Night,140,2:41,-9.0,9,Away,Greinke,MIL,1,90-50,Loss,4,2,Hader,-,Lyles,HOU
27822,HOU/HOU201909050,"Thursday, Sep 5",2019-09-05,1,Night,141,4:40,-8.5,13,Home,Wisler,SEA,1,91-50,Loss,9,11,,+,James,HOU
33149,HOU/HOU201909060,"Friday, Sep 6",2019-09-06,1,Night,142,3:31,-9.5,9,Home,Milone,SEA,1,92-50,Win,4,7,Osuna,++,Smith,HOU
41958,HOU/HOU201909070,"Saturday, Sep 7",2019-09-07,1,Night,143,2:56,-9.5,9,Home,Adams,SEA,1,93-50,Win,1,2,Harris,+++,Verlander,HOU
35569,HOU/HOU201909080,"Sunday, Sep 8",2019-09-08,1,Day,144,2:50,-9.5,9,Home,Hernandez,SEA,1,94-50,Win,1,21,,++++,Cole,HOU
38289,HOU/HOU201909090,"Monday, Sep 9",2019-09-09,1,Night,145,2:42,-10.5,9,Home,Fiers,OAK,1,95-50,Win,0,15,,+++++,Greinke,HOU
32100,HOU/HOU201909100,"Tuesday, Sep 10",2019-09-10,1,Night,146,3:20,-9.5,9,Home,Miley,OAK,1,95-51,Loss,21,7,Mengden,-,Roark,HOU
32938,HOU/HOU201909110,"Wednesday, Sep 11",2019-09-11,1,Night,147,2:57,-8.5,9,Home,James,OAK,1,95-52,Loss,5,3,Hendriks,--,Anderson,HOU
34024,HOU/HOU201909120,"Thursday, Sep 12",2019-09-12,1,Night,148,3:39,-7.5,9,Home,Verlander,OAK,1,95-53,Loss,3,2,Hendriks,---,Bailey,HOU
20593,KCA/KCA201909130,"Friday, Sep 13",2019-09-13,1,Night,149,2:58,-7.5,9,Away,Fillmyer,KCR,1,96-53,Win,1,4,Osuna,+,Cole,HOU
20716,KCA/KCA201909140,"Saturday, Sep 14",2019-09-14,1,Night,150,3:17,-7.5,9,Away,Montgomery,KCR,1,97-53,Win,1,6,,++,Greinke,HOU
17205,KCA/KCA201909150,"Sunday, Sep 15",2019-09-15,1,Day,151,3:17,-7.5,9,Away,Junis,KCR,1,98-53,Win,3,12,,+++,Miley,HOU
39650,HOU/HOU201909170,"Tuesday, Sep 17",2019-09-17,1,Night,152,2:45,-8.0,9,Home,Lynn,TEX,1,99-53,Win,1,4,Osuna,++++,Verlander,HOU
38417,HOU/HOU201909180,"Wednesday, Sep 18",2019-09-18,1,Night,153,2:35,-8.0,9,Home,Allard,TEX,1,100-53,Win,2,3,Osuna,+++++,Cole,HOU
40106,HOU/HOU201909200,"Friday, Sep 20",2019-09-20,1,Night,154,2:49,-8.0,9,Home,Barria,LAA,1,101-53,Win,4,6,Osuna,++++++,Greinke,HOU
43264,HOU/HOU201909210,"Saturday, Sep 21",2019-09-21,1,Night,155,3:23,-7.0,9,Home,Miley,LAA,1,101-54,Loss,8,4,,-,Bard,HOU
43169,HOU/HOU201909220,"Sunday, Sep 22",2019-09-22,1,Day,156,3:32,-8.0,9,Home,Rodriguez,LAA,1,102-54,Win,5,13,,+,Verlander,HOU
11259,SEA/SEA201909240,"Tuesday, Sep 24",2019-09-24,1,Night,157,2:51,-9.0,9,Away,Milone,SEA,1,103-54,Win,0,3,Osuna,++,Cole,HOU
10916,SEA/SEA201909250,"Wednesday, Sep 25",2019-09-25,1,Night,158,2:33,-9.0,9,Away,Kikuchi,SEA,1,104-54,Win,0,3,Harris,+++,Greinke,HOU
39658,ANA/ANA201909260,"Thursday, Sep 26",2019-09-26,1,Night,159,4:32,-8.0,12,Away,Biagini,LAA,1,104-55,Loss,4,3,,-,Cahill,HOU
41763,ANA/ANA201909270,"Friday, Sep 27",2019-09-27,1,Night,160,2:37,-9.0,9,Away,Sandoval,LAA,1,105-55,Win,0,4,,+,Urquidy,HOU
35814,ANA/ANA201909280,"Saturday, Sep 28",2019-09-28,1,Night,161,2:55,-9.0,9,Away,Bard,LAA,1,106-55,Win,3,6,Osuna,++,Verlander,HOU
34693,ANA/ANA201909290,"Sunday, Sep 29",2019-09-29,1,Day,162,3:30,-10.0,9,Away,Peters,LAA,1,107-55,Win,5,8,Harris,+++,Cole,HOU
53086,LAN/LAN201903280,"Thursday, Mar 28",2019-03-28,1,Day,1,2:49,0.0,9,Home,Greinke,ARI,1,1-0,Win,5,12,,+,Ryu,LAD
42266,LAN/LAN201903290,"Friday, Mar 29",2019-03-29,1,Night,2,6:05,1.0,13,Home,Garcia,ARI,3,1-1,Loss,5,4,Holland,-,Andriese,LAD
50626,LAN/LAN201903300,"Saturday, Mar 30",2019-03-30,1,Night,3,3:14,0.0,9,Home,Godley,ARI,1,2-1,Win,5,18,,+,Maeda,LAD
43815,LAN/LAN201903310,"Sunday, Mar 31",2019-03-31,1,Day,4,3:29,0.0,9,Home,Hirano,ARI,1,3-1,Win,7,8,Jansen,++,Floro,LAD
40477,LAN/LAN201904010,"Monday, Apr 1",2019-04-01,1,Night,5,2:59,0.0,9,Home,Kelly,SFG,1,3-2,Loss,4,2,Smith,-,Gott,LAD
42887,LAN/LAN201904020,"Tuesday, Apr 2",2019-04-02,1,Night,6,2:50,-1.0,9,Home,Bumgarner,SFG,1,4-2,Win,5,6,Jansen,+,Ryu,LAD
51170,LAN/LAN201904030,"Wednesday, Apr 3",2019-04-03,1,Night,7,2:59,-1.0,9,Home,Moronta,SFG,1,5-2,Win,3,5,Jansen,++,Alexander,LAD
48404,COL/COL201904050,"Friday, Apr 5",2019-04-05,1,Day,8,3:52,-1.0,9,Away,Anderson,COL,1,6-2,Win,6,10,,+++,Maeda,LAD
47880,COL/COL201904060,"Saturday, Apr 6",2019-04-06,1,Night,9,3:19,-1.0,9,Away,Gray,COL,1,7-2,Win,2,7,Jansen,++++,Buehler,LAD
41232,COL/COL201904070,"Sunday, Apr 7",2019-04-07,1,Night,10,3:52,-2.0,9,Away,Bettis,COL,1,8-2,Win,6,12,,+++++,Kelly,LAD
35858,SLN/SLN201904080,"Monday, Apr 8",2019-04-08,1,Night,11,2:41,-1.0,9,Away,Kelly,STL,1,8-3,Loss,4,3,Hicks,-,Mikolas,LAD
36353,SLN/SLN201904090,"Tuesday, Apr 9",2019-04-09,1,Night,12,3:17,-1.0,9,Away,Stripling,STL,1,8-4,Loss,4,0,,--,Brebbia,LAD
36244,SLN/SLN201904100,"Wednesday, Apr 10",2019-04-10,1,Night,13,2:52,0.0,9,Away,Maeda,STL,1,8-5,Loss,7,2,,---,Flaherty,LAD
38200,SLN/SLN201904110,"Thursday, Apr 11",2019-04-11,1,Day,14,3:12,1.0,9,Away,Baez,STL,2,8-6,Loss,11,7,,----,Gallegos,LAD
43643,LAN/LAN201904120,"Friday, Apr 12",2019-04-12,1,Night,15,3:54,2.0,9,Home,Urias,MIL,2,8-7,Loss,8,5,,-----,Albers,LAD
53922,LAN/LAN201904130,"Saturday, Apr 13",2019-04-13,1,Night,16,2:54,3.0,9,Home,Ferguson,MIL,2,8-8,Loss,4,1,Guerra,------,Davies,LAD
45235,LAN/LAN201904140,"Sunday, Apr 14",2019-04-14,1,Day,17,2:34,2.0,9,Home,Chacin,MIL,2,9-8,Win,1,7,,+,Stripling,LAD
52974,LAN/LAN201904150,"Monday, Apr 15",2019-04-15,1,Night,18,2:49,1.0,9,Home,Iglesias,CIN,2,10-8,Loss,3,4,,++,Jansen,LAD
45406,LAN/LAN201904160,"Tuesday, Apr 16",2019-04-16,1,Night,19,2:51,0.0,9,Home,Mahle,CIN,1,11-8,Win,1,6,,+++,Maeda,LAD
42691,LAN/LAN201904170,"Wednesday, Apr 17",2019-04-17,1,Day,20,2:37,-0.5,9,Home,Gray,CIN,1,12-8,Win,2,3,Jansen,++++,Buehler,LAD
33281,MIL/MIL201904180,"Thursday, Apr 18",2019-04-18,1,Night,21,3:02,-1.5,9,Away,Albers,MIL,1,13-8,Win,1,3,Jansen,+++++,Urias,LAD
36776,MIL/MIL201904190,"Friday, Apr 19",2019-04-19,1,Night,22,3:47,-2.5,9,Away,Hader,MIL,1,14-8,Win,3,5,Jansen,++++++,Baez,LAD
40402,MIL/MIL201904200,"Saturday, Apr 20",2019-04-20,1,Night,23,2:51,-2.0,9,Away,Ryu,MIL,1,14-9,Loss,5,0,,-,Anderson,LAD
32054,MIL/MIL201904210,"Sunday, Apr 21",2019-04-21,1,Day,24,3:13,-2.5,9,Away,Hader,MIL,1,15-9,Win,5,6,,+,Jansen,LAD
35536,CHN/CHN201904230,"Tuesday, Apr 23",2019-04-23,1,Night,25,2:56,-1.5,9,Away,Maeda,CHC,1,15-10,Loss,7,2,,-,Quintana,LAD
35743,CHN/CHN201904240,"Wednesday, Apr 24",2019-04-24,1,Night,26,2:48,-0.5,9,Away,Alexander,CHC,1,15-11,Loss,7,6,Strop,--,Brach,LAD
35451,CHN/CHN201904250,"Thursday, Apr 25",2019-04-25,1,Day,27,3:08,-0.5,9,Away,Lester,CHC,1,16-11,Win,1,2,Jansen,+,Baez,LAD
50748,LAN/LAN201904260,"Friday, Apr 26",2019-04-26,1,Night,28,2:52,-0.5,9,Home,Archer,PIT,1,17-11,Win,2,6,,++,Ryu,LAD
47877,LAN/LAN201904270,"Saturday, Apr 27",2019-04-27,1,Night,29,2:58,-1.0,9,Home,Musgrove,PIT,1,18-11,Win,1,3,Jansen,+++,Kershaw,LAD
52875,LAN/LAN201904280,"Sunday, Apr 28",2019-04-28,1,Day,30,3:07,-2.0,9,Home,Rodriguez,PIT,1,19-11,Win,6,7,Jansen,++++,Urias,LAD
32212,SFN/SFN201904290,"Monday, Apr 29",2019-04-29,1,Night,31,3:14,-2.0,9,Away,Stripling,SFG,1,19-12,Loss,3,2,Smith,-,Dyson,LAD
32017,SFN/SFN201904300,"Tuesday, Apr 30",2019-04-30,1,Night,32,2:45,-2.0,9,Away,Pomeranz,SFG,1,20-12,Win,3,10,,+,Buehler,LAD
31960,SFN/SFN201905010,"Wednesday, May 1",2019-05-01,1,Night,33,3:01,-1.0,9,Away,Urias,SFG,1,20-13,Loss,2,1,,-,Smith,LAD
44425,SDN/SDN201905030,"Friday, May 3",2019-05-03,1,Night,34,3:13,-1.0,9,Away,Yates,SDP,1,21-13,Win,3,4,Jansen,+,Alexander,LAD
44558,SDN/SDN201905040,"Saturday, May 4",2019-05-04,1,Night,35,4:12,-1.0,9,Away,Yates,SDP,1,22-13,Win,6,7,Jansen,++,Stripling,LAD
